ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MANTENIMIENTO_ID,NIVEL_ESCALAMIENTO,TIEMPO_RESOLUCION
16082,vandalismo,2024-05-02T00:00:00.000000Z,cerrada,['680-31-0102'],['mnt-06130'],bajo,135
16083,mal funcionamiento,2024-09-18T00:00:00.000000Z,abierta,['565-60-7350'],['mnt-06768'],alto,16083-ESTADO-abierta
16084,mal funcionamiento,2023-12-11T00:00:00.000000Z,abierta,['581-11-8603'],"['mnt-00916', 'mnt-01013', 'mnt-12921']",alto,16084-ESTADO-abierta
16085,vandalismo,2023-12-08T00:00:00.000000Z,cerrada,['971-97-4550'],['mnt-06581'],bajo,76
16086,mal funcionamiento,2023-12-27T00:00:00.000000Z,cerrada,['651-87-3076'],['mnt-14889'],alto,63
16087,mal funcionamiento,2024-09-09T00:00:00.000000Z,abierta,['599-08-5776'],['mnt-10845'],alto,16087-ESTADO-abierta
16088,mal funcionamiento,2024-01-05T00:00:00.000000Z,cerrada,['610-87-1427'],['mnt-07324'],alto,43
16089,mal funcionamiento,2024-08-19T00:00:00.000000Z,abierta,['326-96-2326'],"['mnt-09297', 'mnt-13263']",alto,16089-ESTADO-abierta
16090,mal funcionamiento,2024-01-27T00:00:00.000000Z,cerrada,['418-68-3776'],"['mnt-08904', 'mnt-10228']",alto,214
16091,mal funcionamiento,2024-08-27T00:00:00.000000Z,cerrada,['997-10-9604'],['mnt-02580'],alto,14
16092,rotura,2024-02-25T00:00:00.000000Z,cerrada,['288-65-8769'],['mnt-06190'],medio,41
16093,desgaste,2024-07-27T00:00:00.000000Z,cerrada,['087-18-5565'],['mnt-14311'],muy alto,104
16094,rotura,2023-12-15T00:00:00.000000Z,cerrada,['682-29-0086'],"['mnt-00164', 'mnt-07541']",medio,235
16095,vandalismo,2024-04-02T00:00:00.000000Z,abierta,['495-44-3144'],['mnt-06946'],bajo,16095-ESTADO-abierta
16096,mal funcionamiento,2024-07-20T00:00:00.000000Z,cerrada,['656-16-2921'],['mnt-14879'],alto,141
16097,rotura,2024-03-21T00:00:00.000000Z,cerrada,['201-76-2593'],['mnt-12149'],medio,116
16098,rotura,2024-06-23T00:00:00.000000Z,abierta,['767-03-5514'],"['mnt-01003', 'mnt-09563']",medio,16098-ESTADO-abierta
16099,vandalismo,2023-10-17T00:00:00.000000Z,cerrada,['809-97-2371'],"['mnt-00410', 'mnt-10401']",bajo,58
16100,mal funcionamiento,2024-05-06T00:00:00.000000Z,abierta,['973-97-9814'],['mnt-06699'],alto,16100-ESTADO-abierta
16101,rotura,2023-10-16T00:00:00.000000Z,cerrada,['261-95-7801'],['mnt-02440'],medio,121
16102,mal funcionamiento,2024-08-05T00:00:00.000000Z,abierta,['448-99-4933'],['mnt-00473'],alto,16102-ESTADO-abierta
16103,vandalismo,2023-11-29T00:00:00.000000Z,cerrada,['623-34-2119'],['mnt-03964'],bajo,205
16104,mal funcionamiento,2024-06-30T00:00:00.000000Z,cerrada,['696-37-9285'],"['mnt-06880', 'mnt-13592']",alto,64
16105,vandalismo,2023-12-12T00:00:00.000000Z,abierta,['480-01-1122'],['mnt-10266'],bajo,16105-ESTADO-abierta
16106,desgaste,2024-06-19T00:00:00.000000Z,abierta,['001-66-4916'],['mnt-06778'],muy alto,16106-ESTADO-abierta
16107,vandalismo,2024-04-23T00:00:00.000000Z,abierta,['446-53-3504'],['mnt-08199'],bajo,16107-ESTADO-abierta
16108,desgaste,2024-09-26T00:00:00.000000Z,cerrada,['594-08-0969'],['mnt-01264'],muy alto,6
16109,rotura,2024-03-04T00:00:00.000000Z,abierta,['964-95-8438'],['mnt-13134'],medio,16109-ESTADO-abierta
16110,vandalismo,2024-09-30T00:00:00.000000Z,cerrada,['287-98-3338'],"['mnt-04803', 'mnt-13408']",bajo,69
16111,desgaste,2023-12-12T00:00:00.000000Z,cerrada,['863-23-2878'],['mnt-00651'],muy alto,233
16112,rotura,2024-07-28T00:00:00.000000Z,abierta,['841-30-8402'],['mnt-13818'],medio,16112-ESTADO-abierta
16113,mal funcionamiento,2024-01-20T00:00:00.000000Z,abierta,['959-30-1363'],"['mnt-11192', 'mnt-14217']",alto,16113-ESTADO-abierta
16114,desgaste,2023-11-24T00:00:00.000000Z,cerrada,['646-08-4720'],['mnt-07995'],muy alto,136
16115,mal funcionamiento,2024-02-19T00:00:00.000000Z,abierta,['997-05-9570'],['mnt-14498'],alto,16115-ESTADO-abierta
16116,desgaste,2024-11-10T00:00:00.000000Z,abierta,['473-90-2919'],"['mnt-01814', 'mnt-01970', 'mnt-07814', 'mnt-08043']",muy alto,16116-ESTADO-abierta
16117,vandalismo,2024-06-23T00:00:00.000000Z,cerrada,['710-11-7683'],['mnt-06502'],bajo,42
16118,desgaste,2024-02-28T00:00:00.000000Z,abierta,['444-84-5694'],['mnt-02302'],muy alto,16118-ESTADO-abierta
16119,mal funcionamiento,2024-08-21T00:00:00.000000Z,cerrada,['607-99-8682'],['mnt-02992'],alto,125
16120,vandalismo,2024-05-14T00:00:00.000000Z,abierta,['797-93-4380'],['mnt-06902'],bajo,16120-ESTADO-abierta
16121,mal funcionamiento,2024-02-20T00:00:00.000000Z,abierta,['837-90-5440'],['mnt-06285'],alto,16121-ESTADO-abierta
16122,mal funcionamiento,2024-05-21T00:00:00.000000Z,cerrada,['417-10-6472'],"['mnt-00037', 'mnt-04327']",alto,66
16123,vandalismo,2023-10-23T00:00:00.000000Z,abierta,['948-50-8975'],['mnt-13729'],bajo,16123-ESTADO-abierta
16124,desgaste,2024-08-21T00:00:00.000000Z,cerrada,['218-79-6489'],['mnt-11962'],muy alto,290
16125,mal funcionamiento,2024-05-12T00:00:00.000000Z,cerrada,['871-79-6826'],['mnt-11162'],alto,147
16126,mal funcionamiento,2024-05-16T00:00:00.000000Z,abierta,['411-62-3500'],['mnt-01403'],alto,16126-ESTADO-abierta
16127,mal funcionamiento,2024-03-29T00:00:00.000000Z,abierta,['681-58-0613'],['mnt-10481'],alto,16127-ESTADO-abierta
16128,rotura,2024-10-06T00:00:00.000000Z,cerrada,['064-73-6450'],['mnt-12730'],medio,337
16129,mal funcionamiento,2023-12-26T00:00:00.000000Z,cerrada,['856-04-4991'],['mnt-12730'],alto,52
16130,vandalismo,2024-08-25T00:00:00.000000Z,abierta,['131-04-0244'],['mnt-00889'],bajo,16130-ESTADO-abierta
16131,mal funcionamiento,2024-09-04T00:00:00.000000Z,abierta,['819-21-7536'],['mnt-08859'],alto,16131-ESTADO-abierta
16132,rotura,2024-05-09T00:00:00.000000Z,cerrada,['618-67-6602'],"['mnt-01721', 'mnt-07061', 'mnt-12278']",medio,7
16133,rotura,2024-03-29T00:00:00.000000Z,cerrada,['349-71-9421'],['mnt-08589'],medio,15
16134,vandalismo,2024-06-27T00:00:00.000000Z,abierta,['254-69-7561'],['mnt-02089'],bajo,16134-ESTADO-abierta
16135,desgaste,2024-03-27T00:00:00.000000Z,abierta,['912-75-1795'],['mnt-02440'],muy alto,16135-ESTADO-abierta
16136,mal funcionamiento,2024-03-20T00:00:00.000000Z,cerrada,['332-38-9018'],['mnt-02153'],alto,23
16137,desgaste,2024-07-28T00:00:00.000000Z,cerrada,['706-52-5225'],['mnt-05501'],muy alto,137
16138,mal funcionamiento,2023-12-04T00:00:00.000000Z,abierta,['751-41-4559'],['mnt-05444'],alto,16138-ESTADO-abierta
16139,mal funcionamiento,2024-09-27T00:00:00.000000Z,cerrada,['264-54-0217'],['mnt-14510'],alto,160
16140,rotura,2024-10-13T00:00:00.000000Z,abierta,['728-74-0582'],"['mnt-00311', 'mnt-03334']",medio,16140-ESTADO-abierta
16141,rotura,2024-07-27T00:00:00.000000Z,abierta,['897-57-5252'],['mnt-05691'],medio,16141-ESTADO-abierta
16142,desgaste,2024-02-23T00:00:00.000000Z,cerrada,['428-15-6327'],['mnt-08391'],muy alto,45
16143,vandalismo,2023-12-15T00:00:00.000000Z,abierta,['919-93-2412'],['mnt-13419'],bajo,16143-ESTADO-abierta
16144,desgaste,2023-12-01T00:00:00.000000Z,cerrada,['922-92-1842'],['mnt-06078'],muy alto,209
16145,rotura,2024-09-26T00:00:00.000000Z,abierta,['855-88-2235'],['mnt-09663'],medio,16145-ESTADO-abierta
16146,mal funcionamiento,2024-08-03T00:00:00.000000Z,abierta,['362-07-8483'],['mnt-00804'],alto,16146-ESTADO-abierta
16147,desgaste,2024-03-13T00:00:00.000000Z,abierta,['321-11-6459'],['mnt-13682'],muy alto,16147-ESTADO-abierta
16148,desgaste,2024-08-20T00:00:00.000000Z,abierta,['875-70-3127'],"['mnt-02183', 'mnt-14827']",muy alto,16148-ESTADO-abierta
16149,mal funcionamiento,2024-07-22T00:00:00.000000Z,cerrada,['083-15-4918'],['mnt-14780'],alto,103
16150,desgaste,2024-04-05T00:00:00.000000Z,cerrada,['199-60-5807'],['mnt-00667'],muy alto,71
16151,rotura,2024-07-12T00:00:00.000000Z,cerrada,['065-15-0933'],['mnt-06789'],medio,37
16152,desgaste,2024-09-02T00:00:00.000000Z,abierta,['873-37-8375'],['mnt-11065'],muy alto,16152-ESTADO-abierta
16153,mal funcionamiento,2024-01-23T00:00:00.000000Z,abierta,['524-43-0637'],['mnt-03623'],alto,16153-ESTADO-abierta
16154,desgaste,2024-09-07T00:00:00.000000Z,abierta,['887-98-3293'],['mnt-07708'],muy alto,16154-ESTADO-abierta
16155,rotura,2024-05-03T00:00:00.000000Z,abierta,['487-31-1704'],['mnt-13083'],medio,16155-ESTADO-abierta
16156,rotura,2023-11-08T00:00:00.000000Z,abierta,['182-63-3847'],['mnt-04421'],medio,16156-ESTADO-abierta
16157,vandalismo,2024-10-07T00:00:00.000000Z,cerrada,['203-56-1470'],['mnt-04230'],bajo,339
16158,vandalismo,2024-09-02T00:00:00.000000Z,cerrada,['879-29-3562'],['mnt-09159'],bajo,21
16159,rotura,2024-09-10T00:00:00.000000Z,cerrada,['021-77-2087'],['mnt-07379'],medio,62
16160,mal funcionamiento,2024-02-16T00:00:00.000000Z,cerrada,['700-69-2316'],['mnt-10044'],alto,35
16161,mal funcionamiento,2024-10-03T00:00:00.000000Z,abierta,['149-10-8062'],['mnt-10239'],alto,16161-ESTADO-abierta
16162,vandalismo,2024-02-29T00:00:00.000000Z,cerrada,['435-15-0375'],"['mnt-07992', 'mnt-13302']",bajo,14
16163,mal funcionamiento,2024-03-28T00:00:00.000000Z,abierta,['605-65-6675'],"['mnt-09752', 'mnt-11942', 'mnt-12117']",alto,16163-ESTADO-abierta
16164,mal funcionamiento,2024-08-06T00:00:00.000000Z,abierta,['990-13-7252'],['mnt-11049'],alto,16164-ESTADO-abierta
16165,rotura,2023-11-26T00:00:00.000000Z,abierta,['418-22-6258'],['mnt-03505'],medio,16165-ESTADO-abierta
16166,rotura,2024-03-09T00:00:00.000000Z,cerrada,['822-37-6329'],['mnt-13075'],medio,41
16167,vandalismo,2024-02-11T00:00:00.000000Z,cerrada,['283-50-5249'],"['mnt-02173', 'mnt-04961']",bajo,97
16168,desgaste,2024-01-20T00:00:00.000000Z,abierta,['488-97-7898'],['mnt-13739'],muy alto,16168-ESTADO-abierta
16169,vandalismo,2023-12-31T00:00:00.000000Z,cerrada,['554-02-1293'],['mnt-09441'],bajo,152
16170,mal funcionamiento,2024-02-29T00:00:00.000000Z,abierta,['103-08-3358'],['mnt-04082'],alto,16170-ESTADO-abierta
16171,mal funcionamiento,2024-09-08T00:00:00.000000Z,cerrada,['198-20-7745'],['mnt-05166'],alto,248
16172,mal funcionamiento,2023-10-30T00:00:00.000000Z,cerrada,['767-46-4551'],['mnt-00020'],alto,56
16173,mal funcionamiento,2024-04-21T00:00:00.000000Z,abierta,['476-69-6456'],['mnt-02426'],alto,16173-ESTADO-abierta
16174,mal funcionamiento,2024-04-24T00:00:00.000000Z,abierta,['554-40-3305'],['mnt-09603'],alto,16174-ESTADO-abierta
16175,rotura,2024-03-09T00:00:00.000000Z,cerrada,['345-57-6941'],['mnt-05822'],medio,208
16176,desgaste,2023-10-16T00:00:00.000000Z,abierta,['176-58-1454'],['mnt-14273'],muy alto,16176-ESTADO-abierta
16177,desgaste,2024-03-05T00:00:00.000000Z,cerrada,['856-05-9278'],['mnt-03029'],muy alto,96
16178,rotura,2023-01-11T00:00:00.000000Z,cerrada,['426-10-7632'],"['mnt-08624', 'mnt-09451']",medio,568
16179,desgaste,2023-11-23T00:00:00.000000Z,abierta,['024-86-3502'],['mnt-06543'],muy alto,16179-ESTADO-abierta
16180,rotura,2024-10-02T00:00:00.000000Z,cerrada,['177-17-2106'],"['mnt-03396', 'mnt-03782']",medio,28
16181,rotura,2024-09-06T00:00:00.000000Z,abierta,['484-02-1343'],['mnt-10447'],medio,16181-ESTADO-abierta
16182,desgaste,2024-09-25T00:00:00.000000Z,abierta,['657-08-7825'],['mnt-11073'],muy alto,16182-ESTADO-abierta
16183,desgaste,2023-12-13T00:00:00.000000Z,cerrada,['707-64-5534'],['mnt-08378'],muy alto,82
16184,mal funcionamiento,2023-10-30T00:00:00.000000Z,abierta,['854-01-7744'],['mnt-12679'],alto,16184-ESTADO-abierta
16185,vandalismo,2024-07-07T00:00:00.000000Z,abierta,['403-97-9359'],['mnt-09022'],bajo,16185-ESTADO-abierta
16186,rotura,2024-03-26T00:00:00.000000Z,cerrada,['733-14-8592'],['mnt-05170'],medio,75
16187,desgaste,2024-08-03T00:00:00.000000Z,cerrada,['878-85-6851'],['mnt-12304'],muy alto,18
16188,desgaste,2024-04-22T00:00:00.000000Z,cerrada,['214-10-1959'],"['mnt-05277', 'mnt-08362']",muy alto,26
16189,vandalismo,2024-06-20T00:00:00.000000Z,abierta,['159-31-6997'],"['mnt-07008', 'mnt-13943']",bajo,16189-ESTADO-abierta
16190,mal funcionamiento,2024-03-29T00:00:00.000000Z,abierta,['675-54-6552'],['mnt-06275'],alto,16190-ESTADO-abierta
16191,mal funcionamiento,2024-01-02T00:00:00.000000Z,abierta,['488-74-2806'],['mnt-05476'],alto,16191-ESTADO-abierta
16192,rotura,2023-12-20T00:00:00.000000Z,cerrada,['420-51-9943'],['mnt-06858'],medio,14
16193,rotura,2024-07-27T00:00:00.000000Z,cerrada,['179-54-0185'],['mnt-12357'],medio,175
16194,vandalismo,2024-06-26T00:00:00.000000Z,cerrada,['656-19-5114'],"['mnt-09413', 'mnt-11545']",bajo,24
16195,mal funcionamiento,2024-07-29T00:00:00.000000Z,abierta,['986-47-3152'],"['mnt-00699', 'mnt-08823', 'mnt-13783']",alto,16195-ESTADO-abierta
16196,mal funcionamiento,2023-12-09T00:00:00.000000Z,abierta,['555-84-0509'],['mnt-11228'],alto,16196-ESTADO-abierta
16197,desgaste,2024-03-28T00:00:00.000000Z,cerrada,['747-83-4950'],['mnt-13853'],muy alto,221
16198,mal funcionamiento,2024-10-05T00:00:00.000000Z,cerrada,['372-70-1261'],['mnt-00204'],alto,48
16199,rotura,2023-12-29T00:00:00.000000Z,cerrada,['031-80-8363'],['mnt-03599'],medio,35
16200,desgaste,2024-08-04T00:00:00.000000Z,abierta,['102-27-7215'],['mnt-06910'],muy alto,16200-ESTADO-abierta
16201,desgaste,2024-01-11T00:00:00.000000Z,abierta,['466-87-0323'],['mnt-00819'],muy alto,16201-ESTADO-abierta
16202,mal funcionamiento,2023-10-21T00:00:00.000000Z,cerrada,['150-63-8579'],['mnt-03213'],alto,121
16203,mal funcionamiento,2024-10-06T00:00:00.000000Z,cerrada,['792-38-0484'],['mnt-13079'],alto,248
16204,mal funcionamiento,2024-02-16T00:00:00.000000Z,cerrada,['841-20-8237'],['mnt-05477'],alto,125
16205,desgaste,2024-03-02T00:00:00.000000Z,cerrada,['264-51-1791'],['mnt-05509'],muy alto,20
16206,mal funcionamiento,2023-10-30T00:00:00.000000Z,cerrada,['217-98-1971'],['mnt-04592'],alto,272
16207,vandalismo,2024-06-20T00:00:00.000000Z,cerrada,['424-81-1895'],['mnt-06954'],bajo,34
16208,rotura,2024-05-27T00:00:00.000000Z,cerrada,['356-08-8765'],['mnt-07039'],medio,24
16209,desgaste,2024-01-25T00:00:00.000000Z,abierta,['742-14-8646'],['mnt-08973'],muy alto,16209-ESTADO-abierta
16210,desgaste,2024-07-02T00:00:00.000000Z,cerrada,['753-54-2888'],['mnt-04793'],muy alto,17
16211,mal funcionamiento,2024-02-12T00:00:00.000000Z,abierta,['257-68-9874'],['mnt-04179'],alto,16211-ESTADO-abierta
16212,rotura,2024-03-25T00:00:00.000000Z,abierta,['899-36-8094'],['mnt-10690'],medio,16212-ESTADO-abierta
16213,desgaste,2024-09-07T00:00:00.000000Z,cerrada,['232-96-4432'],['mnt-03755'],muy alto,79
16214,vandalismo,2024-06-26T00:00:00.000000Z,cerrada,['984-06-9884'],['mnt-04969'],bajo,83
16215,mal funcionamiento,2024-08-07T00:00:00.000000Z,abierta,['307-44-9673'],['mnt-12061'],alto,16215-ESTADO-abierta
16216,vandalismo,2023-07-12T00:00:00.000000Z,abierta,['695-53-1471'],['mnt-02734'],bajo,16216-ESTADO-abierta
16217,mal funcionamiento,2024-08-10T00:00:00.000000Z,abierta,['669-86-6996'],"['mnt-03891', 'mnt-05245']",alto,16217-ESTADO-abierta
16218,vandalismo,2024-08-03T00:00:00.000000Z,cerrada,['264-54-0217'],['mnt-05996'],bajo,15
16219,desgaste,2024-07-25T00:00:00.000000Z,abierta,['415-03-9293'],['mnt-13578'],muy alto,16219-ESTADO-abierta
16220,vandalismo,2024-12-04T00:00:00.000000Z,abierta,['270-68-9782'],"['mnt-03757', 'mnt-14082']",bajo,16220-ESTADO-abierta
16221,desgaste,2024-04-07T00:00:00.000000Z,cerrada,['308-82-5445'],['mnt-03615'],muy alto,6
16222,mal funcionamiento,2024-01-15T00:00:00.000000Z,abierta,['220-01-1751'],"['mnt-01932', 'mnt-04157']",alto,16222-ESTADO-abierta
16223,desgaste,2024-05-20T00:00:00.000000Z,cerrada,['697-71-6455'],['mnt-13938'],muy alto,18
16224,desgaste,2024-04-19T00:00:00.000000Z,abierta,['357-90-7964'],"['mnt-02247', 'mnt-04751', 'mnt-09770']",muy alto,16224-ESTADO-abierta
16225,rotura,2024-09-06T00:00:00.000000Z,cerrada,['587-35-9079'],['mnt-02025'],medio,121
16226,vandalismo,2024-07-15T00:00:00.000000Z,cerrada,['751-54-4814'],"['mnt-07214', 'mnt-10323']",bajo,45
16227,rotura,2024-04-11T00:00:00.000000Z,cerrada,['320-48-4832'],['mnt-07887'],medio,110
16228,rotura,2024-08-04T00:00:00.000000Z,abierta,['572-15-1764'],['mnt-02249'],medio,16228-ESTADO-abierta
16229,mal funcionamiento,2024-09-27T00:00:00.000000Z,cerrada,['659-18-0616'],['mnt-00819'],alto,73
16230,desgaste,2024-10-08T00:00:00.000000Z,cerrada,['466-91-6160'],['mnt-04002'],muy alto,65
16231,rotura,2024-09-11T00:00:00.000000Z,abierta,['474-92-1156'],"['mnt-09468', 'mnt-10366']",medio,16231-ESTADO-abierta
16232,rotura,2024-03-04T00:00:00.000000Z,cerrada,['626-79-9838'],"['mnt-09413', 'mnt-11545']",medio,138
16233,desgaste,2024-04-24T00:00:00.000000Z,abierta,['187-19-9289'],['mnt-14539'],muy alto,16233-ESTADO-abierta
16234,vandalismo,2024-07-20T00:00:00.000000Z,cerrada,['888-83-7461'],['mnt-09121'],bajo,196
16235,vandalismo,2024-01-25T00:00:00.000000Z,cerrada,['124-16-0453'],['mnt-13920'],bajo,84
16236,mal funcionamiento,2024-06-07T00:00:00.000000Z,cerrada,['164-77-3475'],['mnt-06020'],alto,101
16237,vandalismo,2024-04-28T00:00:00.000000Z,cerrada,['487-44-3856'],['mnt-13425'],bajo,25
16238,vandalismo,2023-12-08T00:00:00.000000Z,abierta,['767-09-4728'],['mnt-07597'],bajo,16238-ESTADO-abierta
16239,rotura,2024-03-22T00:00:00.000000Z,abierta,['327-42-0854'],['mnt-01064'],medio,16239-ESTADO-abierta
16240,desgaste,2024-02-17T00:00:00.000000Z,abierta,['306-79-7917'],['mnt-01732'],muy alto,16240-ESTADO-abierta
16241,mal funcionamiento,2024-03-02T00:00:00.000000Z,abierta,['415-54-2609'],"['mnt-04276', 'mnt-05551']",alto,16241-ESTADO-abierta
16242,vandalismo,2024-07-08T00:00:00.000000Z,cerrada,['768-10-2242'],"['mnt-04096', 'mnt-05898']",bajo,119
16243,desgaste,2024-03-18T00:00:00.000000Z,cerrada,['300-70-0193'],['mnt-01500'],muy alto,124
16244,desgaste,2024-06-02T00:00:00.000000Z,cerrada,['515-07-9121'],"['mnt-02218', 'mnt-13692']",muy alto,57
16245,vandalismo,2024-01-15T00:00:00.000000Z,abierta,['479-90-4797'],"['mnt-01517', 'mnt-08903']",bajo,16245-ESTADO-abierta
16246,desgaste,2024-03-09T00:00:00.000000Z,abierta,['710-38-5262'],['mnt-03843'],muy alto,16246-ESTADO-abierta
16247,vandalismo,2024-10-10T00:00:00.000000Z,cerrada,['460-91-0751'],['mnt-05332'],bajo,66
16248,mal funcionamiento,2024-03-28T00:00:00.000000Z,abierta,['865-26-7548'],['mnt-04811'],alto,16248-ESTADO-abierta
16249,mal funcionamiento,2024-06-29T00:00:00.000000Z,cerrada,['590-97-2661'],"['mnt-04031', 'mnt-12053']",alto,100
16250,vandalismo,2024-07-10T00:00:00.000000Z,cerrada,['690-18-3634'],['mnt-06811'],bajo,212
16251,vandalismo,2024-09-24T00:00:00.000000Z,abierta,['218-97-4042'],['mnt-06078'],bajo,16251-ESTADO-abierta
16252,mal funcionamiento,2023-11-27T00:00:00.000000Z,cerrada,['772-49-5358'],"['mnt-05237', 'mnt-12167']",alto,104
16253,vandalismo,2024-01-25T00:00:00.000000Z,cerrada,['994-84-4257'],['mnt-13700'],bajo,59
16254,rotura,2024-06-07T00:00:00.000000Z,cerrada,['524-41-7545'],"['mnt-08926', 'mnt-12107', 'mnt-12497']",medio,184
16255,desgaste,2023-12-13T00:00:00.000000Z,cerrada,['574-22-4581'],['mnt-05240'],muy alto,273
16256,desgaste,2023-12-04T00:00:00.000000Z,cerrada,['015-49-9516'],['mnt-02643'],muy alto,238
16257,mal funcionamiento,2024-02-19T00:00:00.000000Z,cerrada,['537-41-7732'],['mnt-13075'],alto,22
16258,rotura,2023-11-20T00:00:00.000000Z,abierta,['238-83-2071'],"['mnt-11506', 'mnt-12060']",medio,16258-ESTADO-abierta
16259,vandalismo,2024-01-19T00:00:00.000000Z,abierta,['157-65-8981'],['mnt-11546'],bajo,16259-ESTADO-abierta
16260,rotura,2024-08-20T00:00:00.000000Z,abierta,['030-82-3782'],['mnt-00404'],medio,16260-ESTADO-abierta
16261,mal funcionamiento,2024-07-02T00:00:00.000000Z,abierta,['332-10-5747'],['mnt-05279'],alto,16261-ESTADO-abierta
16262,rotura,2024-07-02T00:00:00.000000Z,abierta,['459-65-2279'],['mnt-05819'],medio,16262-ESTADO-abierta
16263,rotura,2023-12-23T00:00:00.000000Z,cerrada,['225-95-0580'],"['mnt-06213', 'mnt-10010']",medio,210
16264,mal funcionamiento,2024-09-04T00:00:00.000000Z,abierta,['839-23-1887'],['mnt-00022'],alto,16264-ESTADO-abierta
16265,vandalismo,2024-01-05T00:00:00.000000Z,cerrada,['803-46-8815'],"['mnt-05828', 'mnt-06703', 'mnt-10076']",bajo,174
16266,mal funcionamiento,2024-03-22T00:00:00.000000Z,cerrada,['267-02-4340'],['mnt-00652'],alto,40
16267,desgaste,2024-04-20T00:00:00.000000Z,abierta,['833-92-7506'],['mnt-05232'],muy alto,16267-ESTADO-abierta
16268,desgaste,2023-11-16T00:00:00.000000Z,cerrada,['910-62-1364'],"['mnt-04087', 'mnt-13722']",muy alto,314
16269,vandalismo,2024-02-09T00:00:00.000000Z,cerrada,['124-79-3561'],['mnt-14660'],bajo,107
16270,desgaste,2024-04-05T00:00:00.000000Z,cerrada,['374-56-4630'],"['mnt-08996', 'mnt-14309']",muy alto,37
16271,rotura,2024-01-12T00:00:00.000000Z,abierta,['998-54-2034'],['mnt-14907'],medio,16271-ESTADO-abierta
16272,desgaste,2024-03-08T00:00:00.000000Z,abierta,['219-25-5741'],['mnt-04538'],muy alto,16272-ESTADO-abierta
16273,vandalismo,2024-01-02T00:00:00.000000Z,cerrada,['686-27-7856'],['mnt-06398'],bajo,75
16274,rotura,2024-05-20T00:00:00.000000Z,abierta,['799-26-2177'],"['mnt-05258', 'mnt-10688']",medio,16274-ESTADO-abierta
16275,rotura,2024-02-15T00:00:00.000000Z,abierta,['476-28-9200'],['mnt-09502'],medio,16275-ESTADO-abierta
16276,mal funcionamiento,2024-09-15T00:00:00.000000Z,abierta,['647-09-4052'],['mnt-12850'],alto,16276-ESTADO-abierta
16277,desgaste,2024-01-16T00:00:00.000000Z,abierta,['521-17-1437'],"['mnt-12293', 'mnt-13488']",muy alto,16277-ESTADO-abierta
16278,desgaste,2024-02-15T00:00:00.000000Z,cerrada,['278-89-1976'],['mnt-07393'],muy alto,206
16279,vandalismo,2024-04-14T00:00:00.000000Z,cerrada,['854-03-7735'],['mnt-01379'],bajo,59
16280,rotura,2024-04-06T00:00:00.000000Z,cerrada,['607-54-5987'],['mnt-08751'],medio,50
16281,vandalismo,2024-07-21T00:00:00.000000Z,abierta,['842-80-3689'],['mnt-05830'],bajo,16281-ESTADO-abierta
16282,desgaste,2024-06-26T00:00:00.000000Z,abierta,['891-42-5359'],['mnt-10710'],muy alto,16282-ESTADO-abierta
16283,desgaste,2024-03-26T00:00:00.000000Z,cerrada,['982-27-6070'],['mnt-12127'],muy alto,78
16284,rotura,2024-04-09T00:00:00.000000Z,cerrada,['357-13-7624'],['mnt-11839'],medio,10
16285,desgaste,2023-11-17T00:00:00.000000Z,abierta,['353-66-7721'],['mnt-13645'],muy alto,16285-ESTADO-abierta
16286,mal funcionamiento,2023-11-27T00:00:00.000000Z,cerrada,['023-22-4588'],['mnt-10183'],alto,36
16287,rotura,2024-02-04T00:00:00.000000Z,cerrada,['007-18-4471'],['mnt-14935'],medio,29
16288,rotura,2024-09-08T00:00:00.000000Z,abierta,['159-31-6997'],['mnt-04460'],medio,16288-ESTADO-abierta
16289,vandalismo,2024-06-17T00:00:00.000000Z,cerrada,['619-37-2886'],"['mnt-11059', 'mnt-11377']",bajo,93
16290,vandalismo,2024-10-11T00:00:00.000000Z,cerrada,['823-14-2366'],['mnt-04166'],bajo,272
16291,desgaste,2024-10-01T00:00:00.000000Z,abierta,['963-67-3786'],['mnt-06266'],muy alto,16291-ESTADO-abierta
16292,rotura,2024-05-07T00:00:00.000000Z,abierta,['552-35-5353'],['mnt-08889'],medio,16292-ESTADO-abierta
16293,rotura,2024-04-03T00:00:00.000000Z,abierta,['406-08-6881'],['mnt-10462'],medio,16293-ESTADO-abierta
16294,mal funcionamiento,2024-01-02T00:00:00.000000Z,abierta,['964-51-4502'],['mnt-14471'],alto,16294-ESTADO-abierta
16295,desgaste,2024-09-09T00:00:00.000000Z,cerrada,['597-40-1396'],['mnt-12063'],muy alto,104
16296,mal funcionamiento,2024-09-17T00:00:00.000000Z,abierta,['994-80-0738'],['mnt-14107'],alto,16296-ESTADO-abierta
16297,rotura,2024-01-30T00:00:00.000000Z,cerrada,['412-53-5066'],['mnt-01393'],medio,148
16298,mal funcionamiento,2023-12-21T00:00:00.000000Z,abierta,['300-00-0761'],['mnt-04490'],alto,16298-ESTADO-abierta
16299,vandalismo,2023-10-23T00:00:00.000000Z,cerrada,['412-61-4283'],"['mnt-13007', 'mnt-14031']",bajo,26
16300,vandalismo,2024-02-23T00:00:00.000000Z,abierta,['415-28-0099'],['mnt-07113'],bajo,16300-ESTADO-abierta
16301,vandalismo,2023-11-17T00:00:00.000000Z,abierta,['360-12-4745'],['mnt-14339'],bajo,16301-ESTADO-abierta
